pickcube_box_center_depth_drop10	PickCube-v1	red cube	sim_topdown	box_center_depth	none	cube	0.0	0.10
stackcube_pick_box_center_depth_depth5mm	StackCube-v1	red cube	sim_topdown	box_center_depth	none	cube	0.005	0.0
stackcube_pick_crop_top_surface_drop20	StackCube-v1	red cube	sim_topdown	crop_top_surface	none	cube	0.0	0.20
