pickcube_crop_top_surface_depth10mm	PickCube-v1	red cube	sim_topdown	crop_top_surface	none	cube	0.010	0.0
stackcube_pick_crop_top_surface_clean	StackCube-v1	red cube	sim_topdown	crop_top_surface	none	cube	0.0	0.0
stackcube_pickplace_crop_top_surface_drop10	StackCube-v1	red cube	sim_pick_place	crop_top_surface	predicted_place_object	green cube	0.0	0.10
