pickcube_box_center_depth_depth5mm	PickCube-v1	red cube	sim_topdown	box_center_depth	none	cube	0.005	0.0
pickcube_crop_top_surface_drop20	PickCube-v1	red cube	sim_topdown	crop_top_surface	none	cube	0.0	0.20
stackcube_pick_crop_top_surface_depth10mm	StackCube-v1	red cube	sim_topdown	crop_top_surface	none	cube	0.010	0.0
